filename,pattern_int,character,source
IMG_20190715_112936.labeled_cell0112.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0114.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0115.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0116.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0117.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0118.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0120.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0121.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0122.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0123.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0124.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0125.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0126.png,7,h,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0128.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0129.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0130.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0131.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0132.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0133.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0135.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0136.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0137.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0138.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0139.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0141.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0142.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0143.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0144.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0145.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0146.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0147.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0148.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0149.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0151.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0152.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0153.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0154.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0155.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0156.png,3,d,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0158.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0159.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0161.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0162.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0163.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0164.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0165.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112936.labeled_cell0167.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0002.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0003.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0004.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0005.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0006.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0007.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0008.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0009.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0010.png,23,x,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0011.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0012.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0013.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0014.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0016.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0018.png,3,d,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0020.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0021.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0022.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0023.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0024.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0026.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0027.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0028.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0029.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0030.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0031.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0032.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0033.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0034.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0035.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0037.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0038.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0039.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0040.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0041.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0043.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0044.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0045.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0046.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0047.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0049.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0050.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0051.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0052.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0053.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0055.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0056.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0057.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0058.png,3,d,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0059.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0060.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0061.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0062.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0063.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0064.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0065.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0066.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0067.png,2,c,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0068.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0069.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0070.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0071.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0072.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0073.png,2,c,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0074.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0075.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0076.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0077.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0078.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0079.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0080.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0081.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0082.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0083.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0085.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0086.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0087.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0088.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0089.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0090.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0091.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0092.png,16,q,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0093.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0094.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0095.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0096.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0097.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0098.png,9,j,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0099.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0100.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0101.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0103.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0104.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0106.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0107.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0108.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0109.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0110.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0111.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0112.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0114.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0115.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0116.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0117.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0118.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0119.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0120.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0122.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0123.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0124.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0125.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0126.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0127.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0128.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0129.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0130.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0132.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0133.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0134.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0135.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0136.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0137.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0138.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0140.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0141.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0142.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0143.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0144.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0145.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0146.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0148.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0149.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0150.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0151.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0152.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0153.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0154.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0155.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0156.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0157.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0158.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0159.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0160.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0161.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0162.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0163.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0164.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0165.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0166.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0167.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0168.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0169.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112939.labeled_cell0171.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0002.png,25,z,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0003.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0004.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0005.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0006.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0007.png,16,q,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0008.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0009.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0010.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0011.png,9,j,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0012.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0013.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0014.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0015.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0016.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0018.png,12,m,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0021.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0022.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0023.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0024.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0026.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0027.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0028.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0029.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0031.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0032.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0033.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0034.png,10,k,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0035.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0036.png,3,d,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0037.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0038.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0039.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0040.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0041.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0042.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0043.png,2,c,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0044.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0045.png,22,w,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0046.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0047.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0048.png,1,b,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0049.png,4,e,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0050.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0051.png,17,r,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0052.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0053.png,6,g,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0054.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0055.png,14,o,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0056.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0057.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0058.png,11,l,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0061.png,13,n,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0062.png,0,a,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0063.png,18,s,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0064.png,19,t,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0065.png,20,u,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0066.png,15,p,datasets/raw_sources/angelina\books\chudo_derevo_redmi
IMG_20190715_112947.labeled_cell0067.png,8,i,datasets/raw_sources/angelina\books\chudo_derevo_redmi
